Sales_Region,total_revenue
Lake Karenchester,392.48
Combsberg,392.36
Port Markborough,392.35
Bartlettchester,392.27
North Briana,392.25
West Karenbury,392.23
New Deniseberg,392.19
North Javier,392.1
West Carlamouth,392.08
South Christinaborough,392.0
North Cherylbury,392.0
West Andres,391.98
New Marissaland,391.94
South Thomasview,391.93
Lake Brent,391.93
Silvaborough,391.91
Cheyennebury,391.88
West Danielland,391.86
North Selenaport,391.81
Lake Colleenland,391.8
Lake Martinton,391.76
Port Johnnyport,391.74
Port Crystalland,391.73
New Jamesfort,391.67
Port Sandraberg,391.6
Herringstad,391.58
Ruthbury,391.56
North Sheriview,391.56
Ballstad,391.56
South Samanthabury,391.42
Brandihaven,391.4
Tristantown,391.38
Lake Thomasside,391.32
Marcuschester,391.22
Jenningston,391.2
Dickersonville,391.19
Baxterchester,391.16
East Dwaynechester,391.14
West Robintown,391.12
North Paulborough,391.02
East Roychester,390.9
Brayshire,390.64
North Gabrielmouth,390.62
South Carlosfort,390.55
Chrisborough,390.52
Port Christopherton,390.5
Kirkhaven,390.48
Hurstland,390.41
Gutierrezberg,390.31
Coreyview,390.26
North Sophia,390.19
Salazarview,390.13
Lake Kirstenhaven,390.01
Lake Annside,390.01
Lake Alexanderburgh,390.0
North Nicholasville,389.99
Hancockshire,389.98
Zhangberg,389.95
Greerville,389.95
East Bonnieview,389.81
East Gregorybury,389.67
South Claytonfort,389.62
West Lisafort,389.61
Karinabury,389.56
New Christopherborough,389.53
Lake Jermaine,389.45
East Alanton,389.38
North Hunter,389.34
Swansonside,389.31
Orozcofurt,389.3
Lake Jeffview,389.28
Huangchester,389.25
East Jodi,389.24
Lake Larryton,389.2
Lake Thomasberg,389.09
Lake Gabrielfurt,389.03
Fernandoport,389.01
South Nichole,388.89
West Edwardtown,388.86
Fosterchester,388.85
Owensstad,388.79
New Robinfort,388.79
East Kathleenton,388.74
Schmidtville,388.54
East Adambury,388.47
New Margaretville,388.32
East Marybury,388.28
East Terriside,388.27
West Jacquelineburgh,388.22
Port Terriland,388.21
Lake Catherineport,388.21
East Adrianberg,388.1
Port Conniemouth,388.07
Port Edwinbury,388.05
West Markburgh,388.01
Virginiaside,388.01
Fryborough,387.98
West Adrianburgh,387.86
Port Raybury,387.81
New Thomasbury,387.79
Devinville,387.78
South Joelside,387.73
Coleland,387.71
South Ronaldfort,387.68
Port Steventown,387.65
Mckaybury,387.65
Livingstonstad,387.65
Hamptonhaven,387.5
Westchester,387.47
South Tiffanyville,387.45
North Kellyville,387.31
Bauershire,387.31
North Billyton,387.21
East Victormouth,387.19
Leblancmouth,387.18
North Chloe,387.11
New Joeport,387.11
West Marieview,387.05
Port Dawnburgh,387.05
South Keithton,386.99
East Chloechester,386.99
Lake Jenniferburgh,386.96
Lake Gregorytown,386.96
Harrellfurt,386.91
Lake Jacquelinefort,386.76
Lake Colleenton,386.74
West Michaelchester,386.73
North Tracey,386.73
Port Thomaschester,386.71
Karachester,386.71
Merrittshire,386.67
East Toddfort,386.59
West Kristaberg,386.58
North Scottfort,386.55
East Andrestad,386.52
New Katherineberg,386.39
Meaganport,386.38
Port Coreyview,386.35
East Brianborough,386.26
Port Jeremyside,386.23
Lake Juliehaven,386.14
New Randytown,386.11
West Ryanbury,386.09
Christianside,386.03
Adrianview,386.03
Port Martinmouth,386.0
East Autumn,386.0
Port Angelicafurt,385.82
Burnsstad,385.81
North Maryton,385.75
New Deborahton,385.71
Meghanfurt,385.69
West Susanstad,385.68
South Suzanneland,385.58
Port Eugenemouth,385.53
Lake Clifford,385.48
Lake Leahtown,385.47
Dyerfurt,385.42
Port Amberview,385.39
West Charlottechester,385.33
South Patriciaburgh,385.31
Lake Makaylachester,385.29
Debraburgh,385.29
Mayfort,385.24
New Waltershire,385.22
Sampsonburgh,385.12
West Edwardburgh,385.09
West Patriciaborough,385.02
Lake Laurenborough,385.01
South Elizabethland,384.88
North Tamaraport,384.84
North Garrettshire,384.81
South Tyrone,384.8
Jodichester,384.79
West Denisehaven,384.73
Reesefurt,384.73
Batesstad,384.66
Port Stefanieville,384.51
North Travisland,384.51
Griffithborough,384.51
Annetteville,384.48
Port Virginialand,384.45
West Coreytown,384.43
Davidsonbury,384.4
Doylefort,384.3
New Jessicaburgh,384.28
East Juliefort,384.22
Christianshire,384.15
South Marcushaven,384.14
Lake Charlesstad,384.14
Salasfort,384.05
New Danielton,384.01
Lovefort,383.97
Ravenshire,383.93
South Charleston,383.92
East Nancystad,383.91
West Sherylton,383.86
New Gloriaville,383.85
Melanieland,383.78
North Josephside,383.75
New Patriciaberg,383.74
North Evelyn,383.59
East Debbiefort,383.59
Camerontown,383.57
West Caitlinfurt,383.54
Lake Briannaville,383.5
Princebury,383.49
West Nathanielshire,383.45
East Sandraport,383.44
Port Jillstad,383.34
Leachfurt,383.27
East Shirleyton,383.27
North Nancyberg,383.2
Ortizland,383.18
Port Tanya,383.13
Cisneroshaven,383.11
Port Mariafort,383.1
Jeremiahstad,383.1
East Georgeland,383.08
Pachecoville,383.07
Leport,383.07
Richton,383.06
Lake Pamelafort,383.04
Conniefurt,383.04
Stephenshaven,383.0
North Craigfort,382.99
New Steve,382.89
East Harold,382.88
Clayfort,382.88
South Adrianport,382.75
Higginsside,382.72
New Robinland,382.64
Rayview,382.55
Cooleyport,382.53
Abigailhaven,382.5
Jimenezburgh,382.4
North Mariahmouth,382.35
New Mariastad,382.33
Merrittchester,382.33
Peterston,382.32
Gabrielaville,382.26
Port Fernandoland,382.25
Vickieburgh,382.24
Payneborough,382.11
South Annton,382.1
Valenzuelabury,382.09
Downschester,382.07
South Dennisview,382.06
South Lancebury,381.89
Port Stevefurt,381.89
South Jefferyland,381.88
South Dianafurt,381.87
Lynnchester,381.75
Port Bradleyburgh,381.74
South Johnfort,381.73
North Darrenville,381.66
East Lauraborough,381.64
New Dianashire,381.62
Fredchester,381.6
Sylviastad,381.58
Port Stephaniehaven,381.57
Gregstad,381.56
Cookchester,381.52
Barkerville,381.46
Mcneilton,381.39
Westport,381.35
Kleinland,381.31
Carlafurt,381.2
Nathanielfort,381.12
Cordovamouth,381.12
East Lorimouth,381.04
West Taraborough,380.85
East Chadhaven,380.84
Espinozamouth,380.74
Lake Alanside,380.72
Mayoview,380.7
North Samuelfurt,380.67
North Mistyton,380.62
East Brendahaven,380.61
East Stanleybury,380.58
North Shannonberg,380.53
Bonnietown,380.5
Lake Willieton,380.48
Luceroview,380.46
New Chelseyborough,380.42
Lake Abigailton,380.37
South Arthurmouth,380.29
Zacharyhaven,380.21
New Suzanneside,380.19
Terrellton,380.12
Juarezburgh,380.11
North Peggy,380.05
Robertamouth,380.01
Port Erikaside,379.99
Lake Morgan,379.91999999999996
Salazarbury,379.89
Grantstad,379.85
Port Jasonchester,379.81
Sampsonton,379.72
Mauricefurt,379.64
Lambertfurt,379.61
Lake Markland,379.61
Mckeefurt,379.58
East Eddieville,379.57
Jeremiahtown,379.56
West Heathershire,379.51
North Kristinfort,379.51
West Jake,379.47
Port Neilside,379.37
Port Bettyfurt,379.26
Lake Lindsaytown,379.23
Snyderburgh,379.18
Port Mirandamouth,379.14
Porterburgh,379.13
Catherineton,379.05
North Glenn,378.99
New Deborahstad,378.99
New Timothyside,378.95
Port Rubenborough,378.93
New Tinachester,378.93
Careyberg,378.88
New Nicoletown,378.85
South Larryfurt,378.83
North Jacobfort,378.78
East Brucefort,378.76
New Gregorychester,378.64
Choiville,378.63
Zoeland,378.59
Mercadoshire,378.58
Normanburgh,378.56
North Donaldfort,378.55
East Suefort,378.54
Lake Markberg,378.5
East Johnathanshire,378.4
New Cindyshire,378.37
Lake Kaitlyn,378.36
Lake Elizabethtown,378.35
Ariasberg,378.22
Mccoybury,378.21000000000004
New Caitlynport,378.2
South Loriview,378.15
Ericksonborough,378.12
Underwoodbury,378.08
East Misty,378.04
Lawrenceborough,377.97
North Amandastad,377.95
Gardnermouth,377.95
East Tracytown,377.95
South Tamarastad,377.89
New Ianport,377.89
Spearsberg,377.86
Lake Aprilhaven,377.83
Fostertown,377.74
Lake Zacharyville,377.73
Port Arianachester,377.68
Geraldbury,377.68
Phillipborough,377.67
North Lancefurt,377.61
Kristyfurt,377.46
East Emmamouth,377.46
West Craigside,377.42
Coleborough,377.39
Brentville,377.36
South Stuartchester,377.33
Tyronehaven,377.28
Bowersborough,377.24
South Shanemouth,377.19
North Mariaton,377.19
West Thomasborough,377.15
Cochranton,377.15
Hammondview,377.14
North Lawrenceton,377.07
Port Erintown,377.06
West Lindsayville,376.99
New Angelaville,376.97
Judithhaven,376.82
West Williemouth,376.81
East Deniseburgh,376.81
Bentleyview,376.79
West Danaberg,376.69
Mccarthyfurt,376.69
North Laurenstad,376.68
Cabreratown,376.67
Hawkinsbury,376.66999999999996
Sandyburgh,376.64
Port Randyport,376.64
West Samanthaberg,376.44000000000005
Underwoodshire,376.36
Port Jillburgh,376.36
South Emma,376.34
Briannahaven,376.27
Burnsland,376.26
East Courtneyborough,376.25
Rachaelberg,376.06
Anneborough,376.04
North Erinview,376.02
Dunlapfurt,375.96
Lake Alec,375.91
South Justinshire,375.87
East Catherinefurt,375.83
Mcgeeshire,375.78
South Mitchell,375.75
West Donnashire,375.71
West Gilbert,375.68
East Masonchester,375.68
Cherylbury,375.67
Chavezshire,375.66
Stacieberg,375.62
South Williamland,375.55
Port Debraland,375.53
Port Danielshire,375.43
East Paulaville,375.42
East Karenborough,375.42
South Yolandaland,375.4
Meredithchester,375.32
Newtonville,375.31
Espinozachester,375.3
South Robertborough,375.26
Mendozastad,375.12
West Tannerland,375.05
Kanemouth,374.99
Port Kennethfort,374.89
Lake Kristenstad,374.87
Lake Brianatown,374.81
Marcustown,374.8
West Wendyhaven,374.77
East Benjaminstad,374.77
North Kimbury,374.71
North Breannaburgh,374.71
South Robertchester,374.66
New Stephaniebury,374.64
Port Erikahaven,374.61
West Alfred,374.49
West Paulton,374.48
North Paige,374.48
Boothtown,374.46
North Lindseyport,374.45
North Eduardo,374.44
Port Gabriellemouth,374.39
West Alisonville,374.34
East Tamitown,374.33
South Williamshire,374.27
Valentineborough,374.26
New Samanthaberg,374.24
West Alexandramouth,374.23
Sherriside,374.23
Lake Desireeton,374.23
North Mariaburgh,374.22
Port Christineberg,374.18
Rickeymouth,374.17
Lake Josephshire,374.17
New Dannyville,374.13
South Caleb,374.04
North Karenberg,373.97
West Chrismouth,373.96
Port Hannahfort,373.95
Port Tabithaville,373.91
Grossbury,373.88
Port Sierra,373.81
North Michellefurt,373.79
New Garyton,373.76
New Dennisside,373.72
North Traceyport,373.65
New Danielhaven,373.62
West Maryfurt,373.58
Erikaport,373.57
West Benjaminfurt,373.56
Marvinburgh,373.56
New Rachelchester,373.54
Port Kristinaport,373.42
New Brandontown,373.42
Annetown,373.37
Byrdborough,373.35
West Monicaburgh,373.32
Riosburgh,373.3
Lake Judithtown,373.17
Pughtown,373.15
Blevinsside,373.13
West Kristiton,373.1
Ellenburgh,373.08
North Kelseyfort,373.03
Masonchester,373.02
Popeberg,373.01
Port Stacymouth,372.93
New Phillipport,372.93
West Tracystad,372.89
South Sandrachester,372.73
Lake Joshuafort,372.69
West Sylviafort,372.54
West Victorchester,372.44
South Heathertown,372.39
East Lindastad,372.29
Lake Garyside,372.28
Fuentesbury,372.28
Holderhaven,372.27
Port Kathleenchester,372.13
Keymouth,372.13
Traciechester,372.11
South Robertview,372.07
Lake Jodychester,372.04
Lake Adrienneshire,372.0
East Hannahport,371.91
Singhberg,371.9
West Jerrybury,371.78
Lake Ryanview,371.6
East Christianborough,371.49
Jensenland,371.48
Hodgeschester,371.48
West Jamieport,371.47
Elaineview,371.45
Lake Jaredton,371.44
Darrenport,371.36
Dayfort,371.32
Joelfurt,371.3
Haileyville,371.27
Serranofurt,371.26
Port Keithberg,371.26
Lake Charlesville,371.22
Lowefurt,371.21
South Harold,371.2
Lake Christinashire,371.2
Nortontown,371.19
Lake Hayleyport,371.14
South Judithbury,371.13
West Valerieland,371.1
West Mirandaside,371.09
Wattshaven,370.99
New Donaldport,370.92
East Marcusview,370.9
Calebview,370.86
Lake Mathew,370.8
West Mathewmouth,370.77
Brianaport,370.75
North Michelleland,370.73
Darrellburgh,370.69
Frazierburgh,370.68
South Jorgeton,370.67
Paynefort,370.58
Lake Katelynshire,370.53
Lake Katherinefort,370.4
New Frankville,370.39
North Rickey,370.34
Stewartborough,370.25
Vangborough,370.2
Robbinsfurt,370.19
Port Ashleystad,370.12
East Bethany,370.11
Mcclainberg,370.04
Vazquezfort,369.93
Rivasland,369.92
Leahhaven,369.91999999999996
Lake Saramouth,369.89
Gomezville,369.69
South Nancyland,369.68
Lake Davidberg,369.66
Lake Melanieborough,369.65000000000003
Port Veronicaside,369.64
Lake Josephbury,369.59000000000003
Port Mikeview,369.59
West Micheleshire,369.57
New Mckenzieshire,369.56
Coryside,369.51
Mclaughlintown,369.45
Roachchester,369.39
Erikbury,369.37
Allisonborough,369.36
South Troyville,369.35
North Meghanborough,369.32
West Benjaminchester,369.3
North Brendanstad,369.29
South Antonioshire,369.28
East Brandonborough,369.28
Davenportstad,369.28
Port Douglasport,369.21
West Kennethfurt,369.15
West Georgeshire,369.08
Port Aaronton,369.06
Hayleyhaven,368.93
New Catherineland,368.84
South Calvinborough,368.74
Weeksborough,368.71
Pennyburgh,368.7
Miguelside,368.7
South Patricialand,368.64
Willistown,368.44
West Collin,368.44
New Austinborough,368.44
Lake Richardview,368.43
Burkefurt,368.06
Farmermouth,368.05
West Dillonland,368.04
Wilcoxmouth,368.0
South Ellenmouth,367.95
Howeville,367.85
Maysbury,367.83
West Rileybury,367.82
Krausehaven,367.77
North Penny,367.56
New Kennethville,367.5
Rivasfort,367.49
North Haileyborough,367.42
New Krystalberg,367.42
New Erikaborough,367.42
Port Alexside,367.37
Natalieshire,367.37
Bowmanport,367.36
Jimmytown,367.26
East Maryburgh,367.24
Castanedaburgh,367.23
Port Henryborough,367.21
New Cristinashire,367.18
West Sethshire,367.13
West Melissaburgh,367.09
Osbornechester,367.05
Bradleyfurt,367.05
New Terriland,366.95
South Aprilhaven,366.91
Lake Ruben,366.87
Adrienneburgh,366.84
Lake Kennethton,366.83
Horneton,366.82
Port Kevinburgh,366.8
East Nancyborough,366.75
Brownington,366.72
Harryton,366.65
New Jeannemouth,366.64
Nataliehaven,366.61
South Chelseabury,366.59
Robbinsburgh,366.58
Byrdfort,366.55
Stuartburgh,366.54
Kirbybury,366.54
West Rachelmouth,366.52
South Patriciaport,366.46000000000004
Mcguireland,366.45
Guerrabury,366.42
North Kristinfurt,366.4
Fletcherchester,366.38
Port Richardshire,366.27
Lake Anthonyside,366.26
Jeffersonton,366.19
Wangland,366.17
Port Heatherhaven,366.0
New Gabriela,366.0
Mcphersonmouth,366.0
East Alexanderport,365.99
Shelbyfort,365.94
Kristinachester,365.88
Jadeburgh,365.88
North Bryceside,365.87
West Isaacburgh,365.82
East Martha,365.8
Port Jeffland,365.66
Annaside,365.66
West Brittanyberg,365.6
Changbury,365.51
Lake Joshuahaven,365.5
Ericaville,365.49
North Lawrencetown,365.45
Cortezstad,365.45
Lake Hollyland,365.41
Kiddtown,365.41
South Nicholasshire,365.33
South Jenna,365.28
North Barryview,365.19
South Raven,364.97
Lake Kevinton,364.87
Rosalesfort,364.8
New Adrianside,364.8
Port Sergioton,364.78
East Jasminefurt,364.74
Barnesland,364.6
North Brentchester,364.58
East Bradleyview,364.58
Lake Sherrytown,364.54
Mckenzieshire,364.5
Arthurstad,364.49
West Cynthiastad,364.39
Chenfort,364.38
Lake Aliciamouth,364.27
West Louisstad,364.22
Lake Carlberg,364.2
Lake Stacyville,364.16
West Kylestad,364.1
West Triciabury,364.05
West Matthewberg,363.93
Debbiefurt,363.93
South Brenttown,363.81
East Aprilhaven,363.78
Lake Taylorville,363.77
North Jerryside,363.7
North Sherryberg,363.64
North Wendyville,363.56
Traceyshire,363.54
Riversport,363.54
Lake Migueltown,363.53
Port Dianefurt,363.44
Howellport,363.41
East Gwendolynberg,363.4
North Patrickfort,363.38
East Allisonfort,363.26
North Brittney,363.22
Arielchester,363.21
Gainesbury,363.18
Lake Connor,363.15
Port Marcland,363.13
New Ashleyside,363.08
Lake Kevinfurt,363.08
Nancyville,363.06
New Jasmin,362.89
West Cristinastad,362.88
Lake Katherineburgh,362.86
Port Scottborough,362.8
Chambersmouth,362.66
Angieshire,362.55
Darrellside,362.53
Olsonfurt,362.31
Port Eileenborough,362.29
East Kevinfurt,362.27
Port Tinaberg,362.14
Fisherport,362.12
East Lindaland,362.05
Port Theresaland,362.03
South Fernando,362.02
Meredithmouth,362.02
Madisontown,361.98
East Sethton,361.97
Sanfordborough,361.93
Marquezbury,361.92
Marshallview,361.88
Port Marcchester,361.87
West Shanehaven,361.85
Veronicaview,361.84
Fitzpatrickshire,361.82
North Anneton,361.79
Lake Penny,361.72
North Tammyview,361.64
Benitezchester,361.61
New Charlesport,361.56
East Ronniefurt,361.56
New Royport,361.55
New Benjaminside,361.52
North Allisontown,361.44
Hansonton,361.41
Goldenfurt,361.4
Port Calebmouth,361.35
Phamtown,361.29
Rojastown,361.23
North Tyrone,361.23
Caldwellfurt,361.17
New Margaretland,361.1
Hectortown,360.97
Flowersville,360.95
East Raymondshire,360.93
Hornberg,360.92
Kellerfurt,360.91
Levitown,360.88
Powellfort,360.79
New Stacybury,360.78
North Annaville,360.76
Lake Samuelborough,360.65
West Christianville,360.5
North Jennaport,360.49
North Christopherside,360.46
Isaiahberg,360.45
New Mollychester,360.35
East Coreyfort,360.34
Beltranton,360.33
Hollandfurt,360.27
East Darrenberg,360.25
East Miafort,360.19
Lake Sierrafurt,360.15
North Danielborough,360.13
Hinesfurt,360.06
North Tinafurt,360.02
North Jodyhaven,360.01
Lake Chadfurt,360.0
Delgadostad,359.99
Foxbury,359.97
Lake Jacquelineville,359.96
Joycestad,359.95
East Henryside,359.93
East Sandrastad,359.85
Gabrielhaven,359.84
Shawnberg,359.83
Parkchester,359.79
South Carolfort,359.78
Kelliefurt,359.72
Port Kellybury,359.69
Mahoneyberg,359.64
South Charlesside,359.61
Morrowside,359.61
New Carolynside,359.52
Harmonside,359.5
East Carlosborough,359.49
West Sharonport,359.48
Shahberg,359.43
Mooneyburgh,359.38
Port Roybury,359.35
South Lindaview,359.34
Marquezstad,359.33
Mcphersonhaven,359.29
South Brentmouth,359.28
Phillipfort,359.25
North Jamiehaven,359.15
West Mauricehaven,359.13
Sophiachester,359.13
North Ronaldfurt,359.12
Choibury,359.09
Joelburgh,359.06
Bonillaview,359.06
Roachport,359.05
Finleystad,359.05
New Daleview,358.98
Lake Mercedeshaven,358.96
South Joanton,358.81
Pettyshire,358.75
Calvinbury,358.71
Lake Laurashire,358.68
East Paulview,358.66
New Charlesville,358.64
New Kaitlynstad,358.62
East Dalechester,358.56
South Caitlinport,358.55
New Royville,358.36
Burtontown,358.33
Santosport,358.32
Port Curtischester,358.28
Clayview,358.27
West Lisahaven,358.15
West Mckenziemouth,358.11
Maloneborough,358.08
Carolstad,358.08
Kathrynstad,358.05
Lake Hannahshire,358.04
Ramosfurt,358.03999999999996
Munozburgh,357.99
Pittmantown,357.94
East Kennethton,357.94
Marieburgh,357.92
North Diamondfort,357.88
Bethanyview,357.87
Port Jamesville,357.84
North Keithmouth,357.81
Cannonport,357.66
Port Reneechester,357.64
Rosaleschester,357.49
West Carolineburgh,357.45
Brendanport,357.45
Phelpsbury,357.32
Guzmanland,357.27
Doughertyborough,357.25
Lake Sarahfort,357.24
New Brandonton,357.1
North Justinfurt,357.05
South Scottborough,357.01
Mortonville,356.97
New Dennisville,356.94
New Normanbury,356.89
New Trevorshire,356.87
Reyesborough,356.86
North Jamiemouth,356.74
Marissaberg,356.73
West Haroldchester,356.72
Tamaraland,356.71
Snyderfort,356.67
Knappchester,356.64
East Haleyport,356.62
West Brandonstad,356.61
East Harryhaven,356.58
New Paulfurt,356.56
East Gregorychester,356.55
Aguirremouth,356.39
New Kellyville,356.36
West Frederickstad,356.27
West Briantown,356.09
Port Kirk,356.06
North Christopherland,356.01
New Sandrafurt,355.99
Beverlyland,355.98
Lake Patriciachester,355.93
Lake Shannonfurt,355.9
Mayerhaven,355.83
New Kristina,355.77
Pamhaven,355.75
Pattonborough,355.74
